testId,variant,sex,ageMin,ageMax,minScore,maxScore,percentile,classification
test_butterfly_stretch,Default,FEMALE,41,62,8,13.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,FEMALE,41,62,0,7.9,90,Superior
test_butterfly_stretch,Default,MALE,63,99,18,35,40,Needs Improvement
test_butterfly_stretch,Default,MALE,63,99,10,17.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,MALE,63,99,0,9.9,90,Superior
test_butterfly_stretch,Default,FEMALE,63,99,16,33,40,Needs Improvement
test_butterfly_stretch,Default,FEMALE,63,99,9,15.9,60,Healthy Fitness Zone
test_butterfly_stretch,Default,FEMALE,63,99,0,8.9,90,Superior
test_groin_flexibility,Default,MALE,5,12,0,24,40,Needs Improvement
test_groin_flexibility,Default,MALE,5,12,25,39,60,Healthy Fitness Zone
test_groin_flexibility,Default,MALE,5,12,40,70,90,Superior
test_groin_flexibility,Default,FEMALE,5,12,0,29,40,Needs Improvement
test_groin_flexibility,Default,FEMALE,5,12,30,44,60,Healthy Fitness Zone
test_groin_flexibility,Default,FEMALE,5,12,45,75,90,Superior
test_groin_flexibility,Default,MALE,13,19,0,29,40,Needs Improvement
test_groin_flexibility,Default,MALE,13,19,30,44,60,Healthy Fitness Zone
test_groin_flexibility,Default,MALE,13,19,45,80,90,Superior
test_groin_flexibility,Default,FEMALE,13,19,0,34,40,Needs Improvement
test_groin_flexibility,Default,FEMALE,13,19,35,49,60,Healthy Fitness Zone
test_groin_flexibility,Default,FEMALE,13,19,50,85,90,Superior
test_groin_flexibility,Default,MALE,20,40,0,29,40,Needs Improvement
test_groin_flexibility,Default,MALE,20,40,30,44,60,Healthy Fitness Zone
test_groin_flexibility,Default,MALE,20,40,45,85,90,Superior
test_groin_flexibility,Default,FEMALE,20,40,0,34,40,Needs Improvement
test_groin_flexibility,Default,FEMALE,20,40,35,49,60,Healthy Fitness Zone
test_groin_flexibility,Default,FEMALE,20,40,50,90,90,Superior
test_groin_flexibility,Default,MALE,41,62,0,24,40,Needs Improvement
test_groin_flexibility,Default,MALE,41,62,25,39,60,Healthy Fitness Zone
test_groin_flexibility,Default,MALE,41,62,40,75,90,Superior
test_groin_flexibility,Default,FEMALE,41,62,0,29,40,Needs Improvement
test_groin_flexibility,Default,FEMALE,41,62,30,44,60,Healthy Fitness Zone
test_groin_flexibility,Default,FEMALE,41,62,45,80,90,Superior
test_groin_flexibility,Default,MALE,63,99,0,19,40,Needs Improvement
test_groin_flexibility,Default,MALE,63,99,20,34,60,Healthy Fitness Zone
test_groin_flexibility,Default,MALE,63,99,35,65,90,Superior
test_groin_flexibility,Default,FEMALE,63,99,0,24,40,Needs Improvement
test_groin_flexibility,Default,FEMALE,63,99,25,39,60,Healthy Fitness Zone
test_groin_flexibility,Default,FEMALE,63,99,40,70,90,Superior
test_handgrip,Default,MALE,20,40,0,42,40,Needs Improvement
test_handgrip,Default,MALE,20,40,42.1,56,60,Healthy Fitness Zone
test_handgrip,Default,MALE,20,40,56.1,100,90,Superior
test_handgrip,Default,FEMALE,20,40,0,24,40,Needs Improvement
test_handgrip,Default,FEMALE,20,40,24.1,34,60,Healthy Fitness Zone
test_handgrip,Default,FEMALE,20,40,34.1,100,90,Superior
test_handgrip,Default,MALE,41,62,0,33.5,40,Needs Improvement
test_handgrip,Default,MALE,41,62,33.6,51,60,Healthy Fitness Zone
test_handgrip,Default,MALE,41,62,51.1,100,90,Superior
test_handgrip,Default,FEMALE,41,62,0,20,40,Needs Improvement
test_handgrip,Default,FEMALE,41,62,20.1,29,60,Healthy Fitness Zone
test_handgrip,Default,FEMALE,41,62,29.1,100,90,Superior
test_handgrip,Default,MALE,63,99,0,25,40,Needs Improvement
test_handgrip,Default,MALE,63,99,25.1,45,60,Healthy Fitness Zone
test_handgrip,Default,MALE,63,99,45.1,100,90,Superior
test_handgrip,Default,FEMALE,63,99,0,15,40,Needs Improvement
test_handgrip,Default,FEMALE,63,99,15.1,25,60,Healthy Fitness Zone
test_handgrip,Default,FEMALE,63,99,25.1,100,90,Superior
test_standing_broad_jump,Default,MALE,5,12,0,109,40,Needs Improvement
test_standing_broad_jump,Default,MALE,5,12,110,159,60,Healthy Fitness Zone
test_standing_broad_jump,Default,MALE,5,12,160,300,90,Superior
test_standing_broad_jump,Default,FEMALE,5,12,0,99,40,Needs Improvement
test_standing_broad_jump,Default,FEMALE,5,12,100,144,60,Healthy Fitness Zone
test_standing_broad_jump,Default,FEMALE,5,12,145,300,90,Superior
test_standing_broad_jump,Default,MALE,13,19,0,169,40,Needs Improvement
test_standing_broad_jump,Default,MALE,13,19,170,219,60,Healthy Fitness Zone
test_standing_broad_jump,Default,MALE,13,19,220,350,90,Superior
test_standing_broad_jump,Default,FEMALE,13,19,0,139,40,Needs Improvement
test_standing_broad_jump,Default,FEMALE,13,19,140,184,60,Healthy Fitness Zone
test_standing_broad_jump,Default,FEMALE,13,19,185,300,90,Superior
test_standing_broad_jump,Default,MALE,20,40,0,180,40,Needs Improvement
test_standing_broad_jump,Default,MALE,20,40,181,229,60,Healthy Fitness Zone
test_standing_broad_jump,Default,MALE,20,40,230,350,90,Superior
test_standing_broad_jump,Default,FEMALE,20,40,0,145,40,Needs Improvement
test_standing_broad_jump,Default,FEMALE,20,40,146,184,60,Healthy Fitness Zone
test_standing_broad_jump,Default,FEMALE,20,40,185,300,90,Superior
test_standing_broad_jump,Default,MALE,41,62,0,159,40,Needs Improvement
test_standing_broad_jump,Default,MALE,41,62,160,204,60,Healthy Fitness Zone
test_standing_broad_jump,Default,MALE,41,62,205,350,90,Superior
test_standing_broad_jump,Default,FEMALE,41,62,0,124,40,Needs Improvement
test_standing_broad_jump,Default,FEMALE,41,62,125,164,60,Healthy Fitness Zone
test_standing_broad_jump,Default,FEMALE,41,62,165,300,90,Superior
test_standing_broad_jump,Default,MALE,63,99,0,129,40,Needs Improvement
test_standing_broad_jump,Default,MALE,63,99,130,174,60,Healthy Fitness Zone
test_standing_broad_jump,Default,MALE,63,99,175,300,90,Superior
test_standing_broad_jump,Default,FEMALE,63,99,0,99,40,Needs Improvement
test_standing_broad_jump,Default,FEMALE,63,99,100,139,60,Healthy Fitness Zone
test_standing_broad_jump,Default,FEMALE,63,99,140,300,90,Superior
test_vertical_jump,Default,MALE,5,12,0,24,40,Needs Improvement
test_vertical_jump,Default,MALE,5,12,25,39,60,Healthy Fitness Zone
test_vertical_jump,Default,MALE,5,12,40,80,90,Superior
test_vertical_jump,Default,FEMALE,5,12,0,19,40,Needs Improvement
test_vertical_jump,Default,FEMALE,5,12,20,34,60,Healthy Fitness Zone
test_vertical_jump,Default,FEMALE,5,12,35,80,90,Superior
test_vertical_jump,Default,MALE,13,19,0,34,40,Needs Improvement
test_vertical_jump,Default,MALE,13,19,35,49,60,Healthy Fitness Zone
test_vertical_jump,Default,MALE,13,19,50,90,90,Superior
test_vertical_jump,Default,FEMALE,13,19,0,24,40,Needs Improvement
test_vertical_jump,Default,FEMALE,13,19,25,39,60,Healthy Fitness Zone
test_vertical_jump,Default,FEMALE,13,19,40,80,90,Superior
test_vertical_jump,Default,MALE,20,40,0,39,40,Needs Improvement
test_vertical_jump,Default,MALE,20,40,40,54,60,Healthy Fitness Zone
test_vertical_jump,Default,MALE,20,40,55,100,90,Superior
test_vertical_jump,Default,FEMALE,20,40,0,29,40,Needs Improvement
test_vertical_jump,Default,FEMALE,20,40,30,44,60,Healthy Fitness Zone
test_vertical_jump,Default,FEMALE,20,40,45,100,90,Superior
test_vertical_jump,Default,MALE,41,62,0,29,40,Needs Improvement
test_vertical_jump,Default,MALE,41,62,30,44,60,Healthy Fitness Zone
test_vertical_jump,Default,MALE,41,62,45,100,90,Superior
test_vertical_jump,Default,FEMALE,41,62,0,19,40,Needs Improvement
test_vertical_jump,Default,FEMALE,41,62,20,34,60,Healthy Fitness Zone
test_vertical_jump,Default,FEMALE,41,62,35,100,90,Superior
test_vertical_jump,Default,MALE,63,99,0,19,40,Needs Improvement
test_vertical_jump,Default,MALE,63,99,20,34,60,Healthy Fitness Zone
test_vertical_jump,Default,MALE,63,99,35,100,90,Superior
test_vertical_jump,Default,FEMALE,63,99,0,14,40,Needs Improvement
test_vertical_jump,Default,FEMALE,63,99,15,29,60,Healthy Fitness Zone
test_vertical_jump,Default,FEMALE,63,99,30,100,90,Superior
